dia,tarifario,opcao,intervalo,col,omie,tar,omieTar
02/04/2026,Alfa Power Index BTN,Simples,[00:00-00:15[,0.10845,0.00850,0.06070,0.07045
02/04/2026,Alfa Power Index BTN,Simples,[00:15-00:30[,0.10704,0.00739,0.06070,0.06915
02/04/2026,Alfa Power Index BTN,Simples,[00:30-00:45[,0.10668,0.00717,0.06070,0.06887
02/04/2026,Alfa Power Index BTN,Simples,[00:45-01:00[,0.10527,0.00600,0.06070,0.06752
02/04/2026,Alfa Power Index BTN,Simples,[01:00-01:15[,0.10474,0.00559,0.06070,0.06704
02/04/2026,Alfa Power Index BTN,Simples,[01:15-01:30[,0.10449,0.00541,0.06070,0.06683
02/04/2026,Alfa Power Index BTN,Simples,[01:30-01:45[,0.10445,0.00541,0.06070,0.06682
02/04/2026,Alfa Power Index BTN,Simples,[01:45-02:00[,0.10441,0.00541,0.06070,0.06681
02/04/2026,Alfa Power Index BTN,Simples,[02:00-02:15[,0.10454,0.00559,0.06070,0.06700
02/04/2026,Alfa Power Index BTN,Simples,[02:15-02:30[,0.10452,0.00559,0.06070,0.06700
02/04/2026,Alfa Power Index BTN,Simples,[02:30-02:45[,0.10430,0.00541,0.06070,0.06679
02/04/2026,Alfa Power Index BTN,Simples,[02:45-03:00[,0.10428,0.00541,0.06070,0.06679
02/04/2026,Alfa Power Index BTN,Simples,[03:00-03:15[,0.10447,0.00559,0.06070,0.06699
02/04/2026,Alfa Power Index BTN,Simples,[03:15-03:30[,0.10426,0.00541,0.06070,0.06678
02/04/2026,Alfa Power Index BTN,Simples,[03:30-03:45[,0.10425,0.00541,0.06070,0.06678
02/04/2026,Alfa Power Index BTN,Simples,[03:45-04:00[,0.10425,0.00541,0.06070,0.06678
02/04/2026,Alfa Power Index BTN,Simples,[04:00-04:15[,0.10424,0.00541,0.06070,0.06678
02/04/2026,Alfa Power Index BTN,Simples,[04:15-04:30[,0.10445,0.00559,0.06070,0.06698
02/04/2026,Alfa Power Index BTN,Simples,[04:30-04:45[,0.10444,0.00559,0.06070,0.06698
02/04/2026,Alfa Power Index BTN,Simples,[04:45-05:00[,0.10491,0.00600,0.06070,0.06744
02/04/2026,Alfa Power Index BTN,Simples,[05:00-05:15[,0.10425,0.00541,0.06070,0.06678
02/04/2026,Alfa Power Index BTN,Simples,[05:15-05:30[,0.10425,0.00541,0.06070,0.06678
02/04/2026,Alfa Power Index BTN,Simples,[05:30-05:45[,0.10447,0.00559,0.06070,0.06699
02/04/2026,Alfa Power Index BTN,Simples,[05:45-06:00[,0.10613,0.00706,0.06070,0.06864
02/04/2026,Alfa Power Index BTN,Simples,[06:00-06:15[,0.10658,0.00739,0.06070,0.06903
02/04/2026,Alfa Power Index BTN,Simples,[06:15-06:30[,0.10787,0.00850,0.06070,0.07030
02/04/2026,Alfa Power Index BTN,Simples,[06:30-06:45[,0.10891,0.00937,0.06070,0.07129
02/04/2026,Alfa Power Index BTN,Simples,[06:45-07:00[,0.10900,0.00937,0.06070,0.07132
02/04/2026,Alfa Power Index BTN,Simples,[07:00-07:15[,0.10671,0.00728,0.06070,0.06897
02/04/2026,Alfa Power Index BTN,Simples,[07:15-07:30[,0.10491,0.00559,0.06070,0.06707
02/04/2026,Alfa Power Index BTN,Simples,[07:30-07:45[,0.10214,0.00308,0.06070,0.06422
02/04/2026,Alfa Power Index BTN,Simples,[07:45-08:00[,0.10092,0.00194,0.06070,0.06293
02/04/2026,Alfa Power Index BTN,Simples,[08:00-08:15[,0.09997,0.00103,0.06070,0.06189
02/04/2026,Alfa Power Index BTN,Simples,[08:15-08:30[,0.09897,0.00010,0.06070,0.06082
02/04/2026,Alfa Power Index BTN,Simples,[08:30-08:45[,0.09891,0.00000,0.06070,0.06070
02/04/2026,Alfa Power Index BTN,Simples,[08:45-09:00[,0.09884,-0.00010,0.06070,0.06058
02/04/2026,Alfa Power Index BTN,Simples,[09:00-09:15[,0.09886,-0.00011,0.06070,0.06057
02/04/2026,Alfa Power Index BTN,Simples,[09:15-09:30[,0.09891,-0.00011,0.06070,0.06057
02/04/2026,Alfa Power Index BTN,Simples,[09:30-09:45[,0.09869,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[09:45-10:00[,0.09871,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[10:00-10:15[,0.09871,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[10:15-10:30[,0.09872,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[10:30-10:45[,0.09735,-0.00149,0.06070,0.05896
02/04/2026,Alfa Power Index BTN,Simples,[10:45-11:00[,0.09735,-0.00149,0.06070,0.05896
02/04/2026,Alfa Power Index BTN,Simples,[11:00-11:15[,0.09735,-0.00149,0.06070,0.05896
02/04/2026,Alfa Power Index BTN,Simples,[11:15-11:30[,0.09735,-0.00149,0.06070,0.05896
02/04/2026,Alfa Power Index BTN,Simples,[11:30-11:45[,0.09734,-0.00151,0.06070,0.05894
02/04/2026,Alfa Power Index BTN,Simples,[11:45-12:00[,0.09736,-0.00151,0.06070,0.05894
02/04/2026,Alfa Power Index BTN,Simples,[12:00-12:15[,0.09740,-0.00149,0.06070,0.05896
02/04/2026,Alfa Power Index BTN,Simples,[12:15-12:30[,0.09737,-0.00149,0.06070,0.05896
02/04/2026,Alfa Power Index BTN,Simples,[12:30-12:45[,0.09735,-0.00149,0.06070,0.05896
02/04/2026,Alfa Power Index BTN,Simples,[12:45-13:00[,0.09732,-0.00149,0.06070,0.05897
02/04/2026,Alfa Power Index BTN,Simples,[13:00-13:15[,0.09725,-0.00151,0.06070,0.05895
02/04/2026,Alfa Power Index BTN,Simples,[13:15-13:30[,0.09721,-0.00151,0.06070,0.05895
02/04/2026,Alfa Power Index BTN,Simples,[13:30-13:45[,0.09718,-0.00151,0.06070,0.05895
02/04/2026,Alfa Power Index BTN,Simples,[13:45-14:00[,0.09715,-0.00151,0.06070,0.05895
02/04/2026,Alfa Power Index BTN,Simples,[14:00-14:15[,0.09823,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[14:15-14:30[,0.09822,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[14:30-14:45[,0.09822,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[14:45-15:00[,0.09820,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[15:00-15:15[,0.09818,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[15:15-15:30[,0.09845,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[15:30-15:45[,0.09843,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[15:45-16:00[,0.09842,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[16:00-16:15[,0.09813,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[16:15-16:30[,0.09813,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[16:30-16:45[,0.09813,-0.00057,0.06070,0.06004
02/04/2026,Alfa Power Index BTN,Simples,[16:45-17:00[,0.09843,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[17:00-17:15[,0.09766,-0.00100,0.06070,0.05955
02/04/2026,Alfa Power Index BTN,Simples,[17:15-17:30[,0.09789,-0.00082,0.06070,0.05975
02/04/2026,Alfa Power Index BTN,Simples,[17:30-17:45[,0.09793,-0.00081,0.06070,0.05976
02/04/2026,Alfa Power Index BTN,Simples,[17:45-18:00[,0.09853,-0.00032,0.06070,0.06033
02/04/2026,Alfa Power Index BTN,Simples,[18:00-18:15[,0.09883,-0.00009,0.06070,0.06060
02/04/2026,Alfa Power Index BTN,Simples,[18:15-18:30[,0.09899,0.00000,0.06070,0.06070
02/04/2026,Alfa Power Index BTN,Simples,[18:30-18:45[,0.10003,0.00084,0.06070,0.06168
02/04/2026,Alfa Power Index BTN,Simples,[18:45-19:00[,0.10414,0.00428,0.06070,0.06570
02/04/2026,Alfa Power Index BTN,Simples,[19:00-19:15[,0.10559,0.00541,0.06070,0.06704
02/04/2026,Alfa Power Index BTN,Simples,[19:15-19:30[,0.11153,0.01034,0.06070,0.07287
02/04/2026,Alfa Power Index BTN,Simples,[19:30-19:45[,0.11443,0.01266,0.06070,0.07566
02/04/2026,Alfa Power Index BTN,Simples,[19:45-20:00[,0.14109,0.03500,0.06070,0.10222
02/04/2026,Alfa Power Index BTN,Simples,[20:00-20:15[,0.14127,0.03501,0.06070,0.10233
02/04/2026,Alfa Power Index BTN,Simples,[20:15-20:30[,0.14135,0.03502,0.06070,0.10238
02/04/2026,Alfa Power Index BTN,Simples,[20:30-20:45[,0.14135,0.03501,0.06070,0.10238
02/04/2026,Alfa Power Index BTN,Simples,[20:45-21:00[,0.14129,0.03501,0.06070,0.10234
02/04/2026,Alfa Power Index BTN,Simples,[21:00-21:15[,0.14116,0.03500,0.06070,0.10226
02/04/2026,Alfa Power Index BTN,Simples,[21:15-21:30[,0.14104,0.03500,0.06070,0.10218
02/04/2026,Alfa Power Index BTN,Simples,[21:30-21:45[,0.12216,0.01916,0.06070,0.08336
02/04/2026,Alfa Power Index BTN,Simples,[21:45-22:00[,0.11597,0.01400,0.06070,0.07723
02/04/2026,Alfa Power Index BTN,Simples,[22:00-22:15[,0.11429,0.01266,0.06070,0.07561
02/04/2026,Alfa Power Index BTN,Simples,[22:15-22:30[,0.11230,0.01106,0.06070,0.07369
02/04/2026,Alfa Power Index BTN,Simples,[22:30-22:45[,0.11190,0.01082,0.06070,0.07337
02/04/2026,Alfa Power Index BTN,Simples,[22:45-23:00[,0.11122,0.01034,0.06070,0.07277
02/04/2026,Alfa Power Index BTN,Simples,[23:00-23:15[,,,,
02/04/2026,Alfa Power Index BTN,Simples,[23:15-23:30[,,,,
02/04/2026,Alfa Power Index BTN,Simples,[23:30-23:45[,,,,
02/04/2026,Alfa Power Index BTN,Simples,[23:45-00:00[,,,,
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:00-00:15[,0.06355,0.00850,0.01580,0.02555
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:15-00:30[,0.06214,0.00739,0.01580,0.02425
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:30-00:45[,0.06178,0.00717,0.01580,0.02397
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[00:45-01:00[,0.06037,0.00600,0.01580,0.02262
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:00-01:15[,0.05984,0.00559,0.01580,0.02214
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:15-01:30[,0.05959,0.00541,0.01580,0.02193
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:30-01:45[,0.05955,0.00541,0.01580,0.02192
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[01:45-02:00[,0.05951,0.00541,0.01580,0.02191
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:00-02:15[,0.05964,0.00559,0.01580,0.02210
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:15-02:30[,0.05962,0.00559,0.01580,0.02210
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:30-02:45[,0.05940,0.00541,0.01580,0.02189
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[02:45-03:00[,0.05938,0.00541,0.01580,0.02189
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:00-03:15[,0.05957,0.00559,0.01580,0.02209
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:15-03:30[,0.05936,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:30-03:45[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[03:45-04:00[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:00-04:15[,0.05934,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:15-04:30[,0.05955,0.00559,0.01580,0.02208
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:30-04:45[,0.05954,0.00559,0.01580,0.02208
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[04:45-05:00[,0.06001,0.00600,0.01580,0.02254
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:00-05:15[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:15-05:30[,0.05935,0.00541,0.01580,0.02188
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:30-05:45[,0.05957,0.00559,0.01580,0.02209
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[05:45-06:00[,0.06123,0.00706,0.01580,0.02374
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:00-06:15[,0.06168,0.00739,0.01580,0.02413
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:15-06:30[,0.06297,0.00850,0.01580,0.02540
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:30-06:45[,0.06401,0.00937,0.01580,0.02639
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[06:45-07:00[,0.06410,0.00937,0.01580,0.02642
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:00-07:15[,0.06181,0.00728,0.01580,0.02407
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:15-07:30[,0.06001,0.00559,0.01580,0.02217
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:30-07:45[,0.05724,0.00308,0.01580,0.01932
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[07:45-08:00[,0.05602,0.00194,0.01580,0.01803
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:00-08:15[,0.12277,0.00103,0.08350,0.08469
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:15-08:30[,0.12177,0.00010,0.08350,0.08362
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:30-08:45[,0.12171,0.00000,0.08350,0.08350
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[08:45-09:00[,0.12164,-0.00010,0.08350,0.08338
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:00-09:15[,0.12166,-0.00011,0.08350,0.08337
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:15-09:30[,0.12171,-0.00011,0.08350,0.08337
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:30-09:45[,0.12149,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[09:45-10:00[,0.12151,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:00-10:15[,0.12151,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:15-10:30[,0.12152,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:30-10:45[,0.12015,-0.00149,0.08350,0.08176
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[10:45-11:00[,0.12015,-0.00149,0.08350,0.08176
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:00-11:15[,0.12015,-0.00149,0.08350,0.08176
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:15-11:30[,0.12015,-0.00149,0.08350,0.08176
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:30-11:45[,0.12014,-0.00151,0.08350,0.08174
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[11:45-12:00[,0.12016,-0.00151,0.08350,0.08174
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:00-12:15[,0.12020,-0.00149,0.08350,0.08176
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:15-12:30[,0.12017,-0.00149,0.08350,0.08176
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:30-12:45[,0.12015,-0.00149,0.08350,0.08176
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[12:45-13:00[,0.12012,-0.00149,0.08350,0.08177
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:00-13:15[,0.12005,-0.00151,0.08350,0.08175
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:15-13:30[,0.12001,-0.00151,0.08350,0.08175
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:30-13:45[,0.11998,-0.00151,0.08350,0.08175
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[13:45-14:00[,0.11995,-0.00151,0.08350,0.08175
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:00-14:15[,0.12103,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:15-14:30[,0.12102,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:30-14:45[,0.12102,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[14:45-15:00[,0.12100,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:00-15:15[,0.12098,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:15-15:30[,0.12125,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:30-15:45[,0.12123,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[15:45-16:00[,0.12122,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:00-16:15[,0.12093,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:15-16:30[,0.12093,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:30-16:45[,0.12093,-0.00057,0.08350,0.08284
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[16:45-17:00[,0.12123,-0.00032,0.08350,0.08313
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[17:00-17:15[,0.12046,-0.00100,0.08350,0.08235
02/04/2026,Alfa Power Index BTN,Bi-horário - Ciclo Diário,[17:15-17:30[,0.12069,-0.00082,0.08350,0.08255
